Factory,Region,Ship Mode,Country/Region,Units,Sales per Unit,Cost per Unit,Ship Speed Rank,State/Province Freq,City Freq,Predicted Lead Time Days,Predicted Margin Pct,Orders,Current_Lead_Time_Days,Current_Margin_Pct,Dominant_Ship_Mode,Is Current Ship Mode,Delta Lead Time Days,Delta Margin Pct
Other,Interior,Second Class,United States,3.0,1.25,0.6,2,0.0485536134110191,0.0098129408157007,1353.395406434482,0.5199988977204785,38,1244.078947368421,0.4261943319838057,Standard Class,False,109.31645906606104,0.09380456573667278
Other,Interior,Standard Class,United States,3.0,1.25,0.6,3,0.0485536134110191,0.0098129408157007,1318.378270270957,0.5199988977204785,38,1244.078947368421,0.4261943319838057,Standard Class,True,74.299322902536,0.09380456573667278
Other,Pacific,Same Day,United States,2.0,1.25,0.6,0,0.1958499437800265,0.041704998466728,1343.5475779938222,0.5199988977204785,44,1314.25,0.3588811188811189,Standard Class,False,29.297577993822188,0.16111777883935957
Other,Pacific,First Class,United States,2.0,1.25,0.6,1,0.1958499437800265,0.041704998466728,1355.5158310562927,0.5199988977204785,44,1314.25,0.3588811188811189,Standard Class,False,41.265831056292654,0.16111777883935957
Other,Pacific,Second Class,United States,2.0,1.25,0.6,2,0.1958499437800265,0.041704998466728,1337.3061572877684,0.5199988977204785,44,1314.25,0.3588811188811189,Standard Class,False,23.05615728776843,0.16111777883935957
Other,Pacific,Standard Class,United States,2.0,1.25,0.6,3,0.1958499437800265,0.041704998466728,1280.9578694717368,0.5199988977204785,44,1314.25,0.3588811188811189,Standard Class,True,-33.292130528263215,0.16111777883935957
Sugar,Atlantic,Same Day,United States,3.0,1.5,0.7999999999999999,0,0.1097822753756516,0.0524379024839006,1325.4404371988262,0.466679920002933,19,1389.2631578947369,0.542972170795498,Standard Class,False,-63.822720695910675,-0.07629225079256496
Sugar,Atlantic,First Class,United States,3.0,1.5,0.7999999999999999,1,0.1097822753756516,0.0524379024839006,1325.2844133709254,0.466679920002933,19,1389.2631578947369,0.542972170795498,Standard Class,False,-63.97874452381143,-0.07629225079256496
Sugar,Atlantic,Second Class,United States,3.0,1.5,0.7999999999999999,2,0.1097822753756516,0.0524379024839006,1319.1377902855781,0.466679920002933,19,1389.2631578947369,0.542972170795498,Standard Class,False,-70.12536760915873,-0.07629225079256496
Sugar,Atlantic,Standard Class,United States,3.0,1.5,0.7999999999999999,3,0.1097822753756516,0.0524379024839006,1295.8296024784256,0.466679920002933,19,1389.2631578947369,0.542972170795498,Standard Class,True,-93.43355541631126,-0.07629225079256496
Sugar,Gulf,Same Day,United States,4.0,1.99,0.9,0,0.0381273637943371,0.0021465808034345,1273.159042487576,0.6060589416087725,5,1200.0,0.6048017867113344,Standard Class,False,73.15904248757602,0.0012571548974380509
Sugar,Gulf,First Class,United States,4.0,1.99,0.9,1,0.0381273637943371,0.0021465808034345,1247.5325768117345,0.6060589416087725,5,1200.0,0.6048017867113344,Standard Class,False,47.53257681173454,0.0012571548974380509
Sugar,Gulf,Second Class,United States,4.0,1.99,0.9,2,0.0381273637943371,0.0021465808034345,1287.532568515049,0.6060589416087725,5,1200.0,0.6048017867113344,Standard Class,False,87.53256851504898,0.0012571548974380509
Sugar,Gulf,Standard Class,United States,4.0,1.99,0.9,3,0.0381273637943371,0.0021465808034345,1341.981515600217,0.6060589416087725,5,1200.0,0.6048017867113344,Standard Class,True,141.9815156002171,0.0012571548974380509
Sugar,Interior,Same Day,United States,3.0,1.5,0.8,0,0.0485536134110191,0.0080752325462537,1394.0621678884434,0.466679920002933,8,1318.625,0.5112227805695142,Standard Class,False,75.43716788844335,-0.04454286056658119
Sugar,Interior,First Class,United States,3.0,1.5,0.8,1,0.0485536134110191,0.0080752325462537,1403.6414902894921,0.466679920002933,8,1318.625,0.5112227805695142,Standard Class,False,85.01649028949214,-0.04454286056658119
Sugar,Interior,Second Class,United States,3.0,1.5,0.8,2,0.0485536134110191,0.0080752325462537,1369.822950831632,0.466679920002933,8,1318.625,0.5112227805695142,Standard Class,False,51.19795083163194,-0.04454286056658119
Sugar,Interior,Standard Class,United States,3.0,1.5,0.8,3,0.0485536134110191,0.0080752325462537,1351.9042330865557,0.466679920002933,8,1318.625,0.5112227805695142,Standard Class,True,33.27923308655568,-0.04454286056658119
Sugar,Pacific,Same Day,United States,4.0,3.75,1.0,0,0.0492691403454972,0.041704998466728,1415.9930675481176,0.7382612625736575,5,1419.4,0.6490675600223339,Standard Class,False,-3.4069324518825397,0.08919370255132364
Sugar,Pacific,First Class,United States,4.0,3.75,1.0,1,0.0492691403454972,0.041704998466728,1443.8975770574195,0.7382612625736575,5,1419.4,0.6490675600223339,Standard Class,False,24.49757705741945,0.08919370255132364
Sugar,Pacific,Second Class,United States,4.0,3.75,1.0,2,0.0492691403454972,0.041704998466728,1361.1683268542938,0.7382612625736575,5,1419.4,0.6490675600223339,Standard Class,False,-58.23167314570628,0.08919370255132364
Sugar,Pacific,Standard Class,United States,4.0,3.75,1.0,3,0.0492691403454972,0.041704998466728,1334.066654810811,0.7382612625736575,5,1419.4,0.6490675600223339,Standard Class,True,-85.333345189189,0.08919370255132364
