Product Name,Region,Home Factory,Candidate Factory,Rank,Recommend Reassignment,Lead Time Reduction (%),Risk Reduction,Profit Impact ($),Composite Score,Current_Lead_Time_Days,Predicted Lead Time Days,Current_Margin_Pct,Predicted Margin Pct,Orders,Profit Impact Stability,Scenario Confidence Score
Hair Toffee,Pacific,Sugar,Other,2,False,-3.9708679593502056,-0.0232432075688228,-0.7732878479626994,-0.7057996761129222,1273.5,1324.0690034623249,0.7777777777777778,0.7605936033786066,2,0.6572710351408692,0.030306972766037804
Kazookles,Atlantic,Other,Sugar,1,True,-1.6492358403886485,0.0232432075688228,-0.3575564350455571,0.4558298638983031,1234.842105263158,1255.2075638353676,0.0769230769230769,0.0740278831170399,19,0.8351725342207195,0.08264205431291094
Kazookles,Atlantic,Other,Chocolate,2,True,-1.7039975597269268,0.0175713276361364,0.3305522009924875,0.3283889868024834,1234.842105263158,1255.8837846033227,0.0769230769230769,0.0795996129635019,19,0.9647333962431306,0.08264205431291094
Kazookles,Gulf,Other,Sugar,1,True,-5.263442907145142,0.0232432075688228,-0.1975969772620184,0.3084999778278777,1272.428571428571,1339.4021228199167,0.0769230769230769,0.0740278831170399,7,0.8351725342207195,0.0573647125763193
Kazookles,Gulf,Other,Chocolate,2,True,-5.243256505008356,0.0175713276361364,0.1826735847590062,0.1820908169571888,1272.428571428571,1339.1452652715848,0.0769230769230769,0.0795996129635019,7,0.9647333962431306,0.0573647125763193
Kazookles,Interior,Other,Sugar,1,True,-10.38939142527573,0.0232432075688228,-0.1881875973923985,0.0981003588644975,1136.0,1254.0234865911325,0.0769230769230769,0.0740278831170399,8,0.8351725342207195,0.06061394553207561
Kazookles,Interior,Other,Chocolate,2,False,-10.362887596677837,0.0175713276361364,0.173974842627625,-0.0281697445073366,1136.0,1253.7224030982602,0.0769230769230769,0.0795996129635019,8,0.9647333962431306,0.06061394553207561
Kazookles,Pacific,Other,Sugar,1,True,3.8354791533603154,0.0232432075688228,-0.3011001558278376,0.68139744626756,1318.625,1268.0494130140023,0.0769230769230769,0.0740278831170399,16,0.8351725342207195,0.0781587103515704
Kazookles,Pacific,Other,Chocolate,2,True,4.043343342777039,0.0175713276361364,0.2783597482042,0.5640175649132211,1318.625,1265.3084638463065,0.0769230769230769,0.0795996129635019,16,0.9647333962431306,0.0781587103515704
Laffy Taffy,Atlantic,Sugar,Chocolate,1,True,10.442554000638504,-0.0056718799326864,0.2883737015225827,0.2950515333856274,1456.1666666666667,1304.1056761607024,0.6231155778894473,0.6351915285394717,6,0.9647333962431306,0.053681036067849915
Laffy Taffy,Atlantic,Sugar,Other,2,False,10.436776725751972,-0.0232432075688228,0.4153258168273429,-0.106349854603041,1456.1666666666667,1304.1898029118418,0.6231155778894473,0.640507781274177,6,0.6572710351408692,0.053681036067849915
Laffy Taffy,Gulf,Sugar,Chocolate,1,False,-20.55767188680346,-0.0056718799326864,0.2643425597290341,-0.9779211561148224,1092.0,1316.4897770038938,0.6231155778894473,0.6351915285394717,2,0.9647333962431306,0.030306972766037804
Laffy Taffy,Gulf,Sugar,Other,2,False,-23.785379080210607,-0.0232432075688228,0.380715332091731,-1.5116794360220274,1092.0,1351.7363395558998,0.6231155778894473,0.640507781274177,2,0.6572710351408692,0.030306972766037804
Laffy Taffy,Interior,Sugar,Chocolate,1,False,3.0407094332451154,-0.0056718799326864,0.0240311417935485,-0.0106112690742744,1272.0,1233.322176009122,0.6231155778894473,0.6351915285394717,1,0.9647333962431306,0.019121570858773102
Laffy Taffy,Interior,Sugar,Other,2,False,1.9376524251783784,-0.0232432075688228,0.0346104847356119,-0.4578382432546571,1272.0,1247.353061151731,0.6231155778894473,0.640507781274177,1,0.6572710351408692,0.019121570858773102
Laffy Taffy,Pacific,Sugar,Chocolate,1,True,13.967904100931422,-0.0056718799326864,0.0240311417935485,0.4380395104944263,1638.0,1409.205730826743,0.6231155778894473,0.6351915285394717,1,0.9647333962431306,0.019121570858773102
Laffy Taffy,Pacific,Sugar,Other,2,True,15.206561239241626,-0.0232432075688228,0.0346104847356119,0.0869590688184859,1638.0,1388.916526901222,0.6231155778894473,0.640507781274177,1,0.6572710351408692,0.019121570858773102
Lickable Wallpaper,Atlantic,Other,Sugar,1,True,8.5145846704433,0.0232432075688228,-0.546428228058486,0.871882873825743,1394.0,1275.3066896940204,0.5,0.4908928628656919,3,0.8351725342207195,0.038243141717546204
Lickable Wallpaper,Atlantic,Other,Chocolate,2,True,8.334830036490757,0.0175713276361364,-0.090210309553278,0.7377691507212517,1394.0,1277.8124692913188,0.5,0.4984964948407786,3,0.9647333962431306,0.038243141717546204
Lickable Wallpaper,Interior,Other,Sugar,1,True,19.469540383529424,0.0232432075688228,-0.182142742686162,1.324094070012061,1641.0,1321.5048423062822,0.5,0.4908928628656919,1,0.8351725342207195,0.019121570858773102
Lickable Wallpaper,Interior,Other,Chocolate,2,True,19.172825697153304,0.0175713276361364,-0.030070103184426,1.1831571996631949,1641.0,1326.3739303097143,0.5,0.4984964948407786,1,0.9647333962431306,0.019121570858773102
Nerds,Atlantic,Sugar,Chocolate,1,False,-0.6846039279250592,-0.0056718799326864,0.762958779577104,-0.1586558592444719,1274.0,1282.7218540417653,0.4666666666666666,0.5175305853051403,4,0.9647333962431306,0.044398912595364735
Nerds,Atlantic,Sugar,Other,2,False,1.0901941637026074,-0.0232432075688228,0.763218619320426,-0.4877918973768996,1274.0,1260.1109263544288,0.4666666666666666,0.5175479079546951,4,0.6572710351408692,0.044398912595364735
SweeTARTS,Atlantic,Sugar,Chocolate,1,False,-4.974639382742588,-0.0056718799326864,1.90739694894276,-0.3271923835547042,1347.6,1414.638240321839,0.4666666666666667,0.5175305853051403,5,0.9647333962431306,0.0494285436248109
SweeTARTS,Atlantic,Sugar,Other,2,False,-5.0535464038008815,-0.0232432075688228,1.908046548301065,-0.7324355991640946,1347.6,1415.7015913376206,0.4666666666666667,0.5175479079546951,5,0.6572710351408692,0.0494285436248109
SweeTARTS,Interior,Sugar,Chocolate,1,False,0.604989745471086,-0.0056718799326864,1.0681422914079457,-0.1036796050871851,1364.75,1356.4934024486834,0.4666666666666666,0.5175305853051403,4,0.9647333962431306,0.044398912595364735
SweeTARTS,Interior,Sugar,Other,2,False,0.9122513884779416,-0.0232432075688228,1.0685060670485964,-0.4930693355053432,1364.75,1352.3000491757473,0.4666666666666666,0.5175479079546951,4,0.6572710351408692,0.044398912595364735
SweeTARTS,Pacific,Sugar,Chocolate,1,True,19.82632801334589,-0.0056718799326864,0.3051835118308416,0.6804439598220773,1638.0,1313.2447471413943,0.4666666666666666,0.5175305853051403,1,0.9647333962431306,0.019121570858773102
SweeTARTS,Pacific,Sugar,Other,2,True,20.195816830809825,-0.0232432075688228,0.3052874477281704,0.2936074376621756,1638.0,1307.192520311335,0.4666666666666666,0.5175479079546951,1,0.6572710351408692,0.019121570858773102
Wonka Bar - Fudge Mallows,Atlantic,Chocolate,Sugar,1,True,4.041247172245327,0.0056718799326864,78.95046596245825,0.8144477185682102,1321.8117870722433,1268.3941056047809,0.6666666666666666,0.6805644391568896,526,0.8351725342207195,0.1728907261489053
Wonka Bar - Fudge Mallows,Atlantic,Chocolate,Other,2,True,4.5039486436924,-0.0175713276361364,49.07054125668804,0.1031271992087788,1321.8117870722433,1262.2780630162367,0.6666666666666666,0.6753046298508464,526,0.6572710351408692,0.1728907261489053
Wonka Bar - Fudge Mallows,Gulf,Chocolate,Sugar,1,True,-5.516048611123816,0.0056718799326864,42.026864010434046,0.176693129436543,1308.425,1380.5983590400967,0.6666666666666666,0.6805644391568896,280,0.8351725342207195,0.15554300927757336
Wonka Bar - Fudge Mallows,Gulf,Chocolate,Other,2,False,0.2669898622346561,-0.0175713276361364,26.12120066895941,-0.2233280565376471,1308.425,1304.9316378950562,0.6666666666666666,0.6753046298508464,280,0.6572710351408692,0.15554300927757336
Wonka Bar - Fudge Mallows,Interior,Chocolate,Sugar,1,True,1.8507799415654465,0.0056718799326864,60.18847310065733,0.5998417139107056,1312.4513715710723,1288.1607848432343,0.6666666666666666,0.6805644391568896,401,0.8351725342207195,0.16542169791578676
Wonka Bar - Fudge Mallows,Interior,Chocolate,Other,2,False,2.022059754673013,-0.0175713276361364,37.409290958045446,-0.0762611469453843,1312.4513715710723,1285.9128205868797,0.6666666666666666,0.6753046298508464,401,0.6572710351408692,0.16542169791578676
Wonka Bar - Fudge Mallows,Pacific,Chocolate,Sugar,1,True,-0.5036768913207882,0.0056718799326864,80.60152133429673,0.638812292663734,1314.1415270018622,1320.7605541926207,0.6666666666666666,0.6805644391568896,537,0.8351725342207195,0.17346061035831975
Wonka Bar - Fudge Mallows,Pacific,Chocolate,Other,2,False,0.2130813237408264,-0.0175713276361364,50.09673128296859,-0.0662292133810765,1314.1415270018622,1311.3413368402987,0.6666666666666666,0.6753046298508464,537,0.6572710351408692,0.17346061035831975
Wonka Bar - Milk Chocolate,Atlantic,Chocolate,Other,1,False,2.1374091055059834,-0.0175713276361364,-15.45610056444923,-0.4228042366525225,1309.4920127795526,1281.502811262529,0.6492307692307693,0.6466984352315148,626,0.6572710351408692,0.17768378654413436
Wonka Bar - Milk Chocolate,Atlantic,Chocolate,Sugar,2,False,1.5809741855766526,0.0056718799326864,-220.99578992959007,-1.279644802876604,1309.4920127795526,1288.7892820953198,0.6492307692307693,0.6130227263161153,626,0.8351725342207195,0.17768378654413436
Wonka Bar - Milk Chocolate,Gulf,Chocolate,Other,1,False,-0.9778087244853098,-0.0175713276361364,-8.098404129615572,-0.5018191205472149,1291.1036585365853,1303.728182751905,0.6492307692307693,0.6466984352315148,328,0.6572710351408692,0.15989350038655498
Wonka Bar - Milk Chocolate,Gulf,Chocolate,Sugar,2,False,-3.205323083810232,0.0056718799326864,-115.79332124106315,-0.7771137669317846,1291.1036585365853,1332.4877021395769,0.6492307692307693,0.6130227263161153,328,0.8351725342207195,0.15989350038655498
Wonka Bar - Milk Chocolate,Interior,Chocolate,Other,1,False,0.4675934074114158,-0.0175713276361364,-12.172296450915606,-0.4695436683195442,1332.6815415821502,1326.4500105519232,0.6492307692307692,0.6466984352315148,493,0.6572710351408692,0.17110683808906973
Wonka Bar - Milk Chocolate,Interior,Chocolate,Sugar,2,False,0.1602671083179108,0.0056718799326864,-174.04301028001214,-1.0259853627836495,1332.6815415821502,1330.54569141237,0.6492307692307692,0.6130227263161153,493,0.8351725342207195,0.17110683808906973
Wonka Bar - Milk Chocolate,Pacific,Chocolate,Other,1,False,1.6216943466698102,-0.0175713276361364,-15.9992862072893,-0.4475879000410747,1326.3657407407406,1304.856142506983,0.6492307692307693,0.6466984352315148,648,0.6572710351408692,0.17863514273209474
Wonka Bar - Milk Chocolate,Pacific,Chocolate,Sugar,2,False,0.8206567359648994,0.0056718799326864,-228.7624151347833,-1.362469606724579,1326.3657407407406,1315.480830945821,0.6492307692307693,0.6130227263161153,648,0.8351725342207195,0.17863514273209474
Wonka Bar - Nutty Crunch Surprise,Atlantic,Chocolate,Sugar,1,True,2.606733149969723,0.0056718799326864,125.12578493214532,1.0623742120236144,1361.0995850622407,1325.619350974323,0.7134670487106017,0.7382614196919366,482,0.8351725342207195,0.17048561931068215
Wonka Bar - Nutty Crunch Surprise,Atlantic,Chocolate,Other,2,True,3.598196328724456,-0.0175713276361364,79.40392142986126,0.2674974221116827,1361.0995850622407,1312.1245497622474,0.7134670487106017,0.7292013778608436,482,0.6572710351408692,0.17048561931068215
Wonka Bar - Nutty Crunch Surprise,Gulf,Chocolate,Sugar,1,True,-4.259337188309264,0.0056718799326864,76.06193980315058,0.4544471574288635,1324.3788395904437,1380.7886000192182,0.7134670487106017,0.7382614196919366,293,0.8351725342207195,0.15679061576051073
Wonka Bar - Nutty Crunch Surprise,Gulf,Chocolate,Other,2,False,-1.711973090915443,-0.0175713276361364,48.26835887748828,-0.1574175938544343,1324.3788395904437,1347.0518489460103,0.7134670487106017,0.7292013778608436,293,0.6572710351408692,0.15679061576051073
Wonka Bar - Nutty Crunch Surprise,Interior,Chocolate,Sugar,1,True,4.266555998034719,0.0056718799326864,116.55908181438436,1.073599630935857,1328.5924276169264,1271.9072877070014,0.7134670487106017,0.7382614196919366,449,0.8351725342207195,0.16853334158157818
Wonka Bar - Nutty Crunch Surprise,Interior,Chocolate,Other,2,True,4.368073342922407,-0.0175713276361364,73.96755336516122,0.2629836816667362,1328.5924276169264,1270.5585359501058,0.7134670487106017,0.7292013778608436,449,0.6572710351408692,0.16853334158157818
Wonka Bar - Nutty Crunch Surprise,Pacific,Chocolate,Sugar,1,True,-0.3615894201206336,0.0056718799326864,146.41274419446108,1.081947528109519,1302.9308510638298,1307.6421111727643,0.7134670487106016,0.7382614196919366,564,0.8351725342207195,0.17481144789470038
Wonka Bar - Nutty Crunch Surprise,Pacific,Chocolate,Other,2,True,0.4376117839345408,-0.0175713276361364,92.91247237851044,0.2274909648817337,1302.9308510638298,1297.229072123056,0.7134670487106016,0.7292013778608436,564,0.6572710351408692,0.17481144789470038
Wonka Bar - Triple Dazzle Caramel,Atlantic,Chocolate,Sugar,1,False,3.899199330873825,0.0056718799326864,-55.332911256034144,-0.0836685874209426,1323.7028037383177,1272.0889928721951,0.6533333333333334,0.6441399109024243,535,0.8351725342207195,0.17335786686729515
Wonka Bar - Triple Dazzle Caramel,Atlantic,Chocolate,Other,2,False,4.415643793222976,-0.0175713276361364,-10.5989247397889,-0.2969891697400963,1323.7028037383177,1265.2528030443282,0.6533333333333334,0.6515723489528907,535,0.6572710351408692,0.17335786686729515
Wonka Bar - Triple Dazzle Caramel,Gulf,Chocolate,Sugar,1,False,-4.49070306749902,0.0056718799326864,-32.68261674188185,-0.2776364299002448,1331.139240506329,1390.91675121243,0.6533333333333334,0.6441399109024243,316,0.8351725342207195,0.15886849348352086
Wonka Bar - Triple Dazzle Caramel,Gulf,Chocolate,Other,2,False,-0.2989920547177034,-0.0175713276361364,-6.260299472473442,-0.4617343311725898,1331.139240506329,1335.1192410726726,0.6533333333333334,0.6515723489528907,316,0.6572710351408692,0.15886849348352086
Wonka Bar - Triple Dazzle Caramel,Interior,Chocolate,Sugar,1,False,2.465940627950874,0.0056718799326864,-44.16290300247959,-0.0682932926127599,1318.7447306791569,1286.2252685863782,0.6533333333333334,0.6441399109024243,427,0.8351725342207195,0.16715058039009528
Wonka Bar - Triple Dazzle Caramel,Interior,Chocolate,Other,2,False,2.580931823434348,-0.0175713276361364,-8.45932871755114,-0.3581019590111144,1318.7447306791569,1284.708828255195,0.6533333333333334,0.6515723489528907,427,0.6572710351408692,0.16715058039009528
Wonka Bar - Triple Dazzle Caramel,Pacific,Chocolate,Sugar,1,False,0.1670991239251559,0.0056718799326864,-66.81319751663115,-0.313185874081286,1329.2368421052631,1327.0156989872148,0.6533333333333333,0.6441399109024243,646,0.8351725342207195,0.17854999885138143
Wonka Bar - Triple Dazzle Caramel,Pacific,Chocolate,Other,2,False,0.8144149161427549,-0.0175713276361364,-12.797953984865869,-0.4594611660436173,1329.2368421052631,1318.411338992293,0.6533333333333333,0.6515723489528907,646,0.6572710351408692,0.17854999885138143
Wonka Bar -Scrumdiddlyumptious,Atlantic,Chocolate,Sugar,1,True,-0.4115040213797801,0.0056718799326864,92.53888902936956,0.7219179770929138,1306.1018062397372,1311.4764676957277,0.6944444444444444,0.7085140924754256,609,0.8351725342207195,0.17692549769911792
Wonka Bar -Scrumdiddlyumptious,Atlantic,Chocolate,Other,2,True,0.8515619442077823,-0.0175713276361364,57.71646819784085,0.0106171503946695,1306.1018062397372,1294.9795403051892,0.6944444444444444,0.7032196783126317,609,0.6572710351408692,0.17692549769911792
Wonka Bar -Scrumdiddlyumptious,Gulf,Chocolate,Sugar,1,True,-0.581468180745669,0.0056718799326864,45.889564017848286,0.4049648538048369,1316.8311258278145,1324.4880798186582,0.6944444444444444,0.7085140924754256,302,0.8351725342207195,0.15762243542617296
Wonka Bar -Scrumdiddlyumptious,Gulf,Chocolate,Other,2,False,0.6099172988916731,-0.0175713276361364,28.62130278447937,-0.1926354390846245,1316.8311258278145,1308.7995449942007,0.6944444444444444,0.7032196783126317,302,0.6572710351408692,0.15762243542617296
Wonka Bar -Scrumdiddlyumptious,Interior,Chocolate,Sugar,1,True,-6.5283458309589495,0.0056718799326864,69.13825042424162,0.3152793583176927,1330.402197802198,1417.255454217404,0.6944444444444444,0.7085140924754256,455,0.8351725342207195,0.16889873229360047
Wonka Bar -Scrumdiddlyumptious,Interior,Chocolate,Other,2,False,-6.093695363571853,-0.0175713276361364,43.1214992282719,-0.3715229295888992,1330.402197802198,1411.4728548465284,0.6944444444444444,0.7032196783126317,455,0.6572710351408692,0.16889873229360047
Wonka Bar -Scrumdiddlyumptious,Pacific,Chocolate,Sugar,1,True,3.3998875952095005,0.0056718799326864,100.288451164834,0.9299009679437804,1331.2469696969697,1285.98606911264,0.6944444444444444,0.7085140924754256,660,0.8351725342207195,0.17914056014459298
Wonka Bar -Scrumdiddlyumptious,Pacific,Chocolate,Other,2,True,3.694782759830263,-0.0175713276361364,62.54986701243836,0.1594715291329391,1331.2469696969697,1282.0602861698433,0.6944444444444444,0.7032196783126317,660,0.6572710351408692,0.17914056014459298
Wonka Gum,Atlantic,Other,Sugar,1,True,1.150500308459507,0.0232432075688228,-5.899875492488945,0.5339544337157489,1326.9117647058824,1311.6456407599558,0.52,0.4737264667255769,34,0.8351725342207195,0.09807994866321465
Wonka Gum,Atlantic,Other,Chocolate,2,True,1.5162383449315813,0.0175713276361364,0.0558806143276755,0.4587808946821098,1326.9117647058824,1306.7926197260035,0.52,0.5204382793280603,34,0.9647333962431306,0.09807994866321465
Wonka Gum,Gulf,Other,Sugar,1,True,1.2317076772922102,0.0232432075688228,-5.552823992930772,0.5395947432466527,1349.5833333333333,1332.9604118052105,0.52,0.4737264667255769,24,0.8351725342207195,0.08879782519072947
Wonka Gum,Gulf,Other,Chocolate,2,True,1.5035822435760828,0.0175713276361364,0.052593519367224,0.4582394160949513,1349.5833333333333,1329.291237971071,0.52,0.5204382793280603,24,0.9647333962431306,0.08879782519072947
Wonka Gum,Interior,Other,Sugar,1,True,-7.443107801820194,0.0232432075688228,-5.032246743593512,0.1868816885070992,1260.2068965517242,1354.0054543880417,0.52,0.4737264667255769,29,0.8351725342207195,0.09382745622017565
Wonka Gum,Interior,Other,Chocolate,2,True,-6.965405024670458,0.0175713276361364,0.0476628769265467,0.1104854075039211,1260.2068965517242,1347.9854110453816,0.52,0.5204382793280603,29,0.9647333962431306,0.09382745622017565
Wonka Gum,Pacific,Other,Sugar,1,True,1.2142433695382997,0.0232432075688228,-4.048934161512022,0.5488707140405952,1311.75,1295.8221626000814,0.52,0.4737264667255769,28,0.8351725342207195,0.09289222782890494
Wonka Gum,Pacific,Other,Chocolate,2,True,1.7838538204181718,0.0175713276361364,0.0383494412052675,0.4696522095038326,1311.75,1288.3502975106646,0.52,0.5204382793280603,28,0.9647333962431306,0.09289222782890494
