Product Name,Region,Home Factory,Candidate Factory,Is Home Factory,Orders,Units,Sales per Unit,Current_Lead_Time_Days,Predicted Lead Time Days,Delta Lead Time Days,Current_Margin_Pct,Predicted Margin Pct,Delta Margin Pct
Wonka Bar - Nutty Crunch Surprise,Gulf,Chocolate,Chocolate,True,293,3.0,3.49,1324.3788395904437,1380.2287354659115,55.84989587546784,0.7134670487106017,0.7134655007543462,-1.5479562555098525e-06
Wonka Bar - Nutty Crunch Surprise,Gulf,Chocolate,Other,False,293,3.0,3.49,1324.3788395904437,1347.0518489460103,22.67300935556659,0.7134670487106017,0.7292013778608436,0.015734329150241866
Wonka Bar - Nutty Crunch Surprise,Gulf,Chocolate,Sugar,False,293,3.0,3.49,1324.3788395904437,1380.7886000192182,56.40976042877446,0.7134670487106017,0.7382614196919366,0.024794370981334857
Wonka Bar - Triple Dazzle Caramel,Gulf,Chocolate,Chocolate,True,316,3.0,3.75,1331.139240506329,1388.6022125875343,57.46297208120518,0.6533333333333334,0.6533345331591329,1.1998257994916273e-06
Wonka Bar - Triple Dazzle Caramel,Gulf,Chocolate,Other,False,316,3.0,3.75,1331.139240506329,1335.1192410726726,3.980000566343506,0.6533333333333334,0.6515723489528907,-0.0017609843804426983
Wonka Bar - Triple Dazzle Caramel,Gulf,Chocolate,Sugar,False,316,3.0,3.75,1331.139240506329,1390.91675121243,59.777510706100884,0.6533333333333334,0.6441399109024243,-0.009193422430909148
Wonka Bar -Scrumdiddlyumptious,Gulf,Chocolate,Chocolate,True,302,3.0,3.6,1316.8311258278145,1317.930980037942,1.0998542101274325,0.6944444444444444,0.6944469636703114,2.5192258670259093e-06
Wonka Bar -Scrumdiddlyumptious,Gulf,Chocolate,Other,False,302,3.0,3.6,1316.8311258278145,1308.7995449942007,-8.031580833613816,0.6944444444444444,0.7032196783126317,0.008775233868187238
Wonka Bar -Scrumdiddlyumptious,Gulf,Chocolate,Sugar,False,302,3.0,3.6,1316.8311258278145,1324.4880798186582,7.656953990843704,0.6944444444444444,0.7085140924754256,0.014069648030981208
Wonka Bar - Fudge Mallows,Interior,Chocolate,Chocolate,True,401,3.0,3.6,1312.4513715710723,1281.6216075099996,-30.829764061072638,0.6666666666666666,0.6666629097493774,-3.756917289265971e-06
Wonka Bar - Fudge Mallows,Interior,Chocolate,Other,False,401,3.0,3.6,1312.4513715710723,1285.9128205868797,-26.538550984192625,0.6666666666666666,0.6753046298508464,0.008637963184179753
Wonka Bar - Fudge Mallows,Interior,Chocolate,Sugar,False,401,3.0,3.6,1312.4513715710723,1288.1607848432343,-24.29058672783799,0.6666666666666666,0.6805644391568896,0.013897772490222948
Wonka Bar - Milk Chocolate,Interior,Chocolate,Chocolate,True,493,3.0,3.25,1332.6815415821502,1324.6771780671518,-8.004363514998431,0.6492307692307692,0.6492313575425939,5.883118247007602e-07
Wonka Bar - Milk Chocolate,Interior,Chocolate,Other,False,493,3.0,3.25,1332.6815415821502,1326.4500105519232,-6.231531030226961,0.6492307692307692,0.6466984352315148,-0.0025323339992543437
Wonka Bar - Milk Chocolate,Interior,Chocolate,Sugar,False,493,3.0,3.25,1332.6815415821502,1330.54569141237,-2.1358501697802694,0.6492307692307692,0.6130227263161153,-0.03620804291465385
Wonka Bar - Nutty Crunch Surprise,Interior,Chocolate,Chocolate,True,449,3.0,3.49,1328.5924276169264,1263.6555489428854,-64.93687867404105,0.7134670487106017,0.7134655007543462,-1.5479562555098525e-06
Wonka Bar - Nutty Crunch Surprise,Interior,Chocolate,Other,False,449,3.0,3.49,1328.5924276169264,1270.5585359501058,-58.03389166682064,0.7134670487106017,0.7292013778608436,0.015734329150241866
Wonka Bar - Nutty Crunch Surprise,Interior,Chocolate,Sugar,False,449,3.0,3.49,1328.5924276169264,1271.9072877070014,-56.685139909925056,0.7134670487106017,0.7382614196919366,0.024794370981334857
Wonka Bar - Triple Dazzle Caramel,Interior,Chocolate,Chocolate,True,427,3.0,3.75,1318.7447306791569,1280.18078838576,-38.56394229339685,0.6533333333333334,0.6533345331591329,1.1998257994916273e-06
Wonka Bar - Triple Dazzle Caramel,Interior,Chocolate,Other,False,427,3.0,3.75,1318.7447306791569,1284.708828255195,-34.03590242396194,0.6533333333333334,0.6515723489528907,-0.0017609843804426983
Wonka Bar - Triple Dazzle Caramel,Interior,Chocolate,Sugar,False,427,3.0,3.75,1318.7447306791569,1286.2252685863782,-32.51946209277867,0.6533333333333334,0.6441399109024243,-0.009193422430909148
Wonka Bar -Scrumdiddlyumptious,Interior,Chocolate,Chocolate,True,455,3.0,3.6,1330.4021978021979,1417.5362780614266,87.13408025922877,0.6944444444444444,0.6944469636703114,2.5192258670259093e-06
Wonka Bar -Scrumdiddlyumptious,Interior,Chocolate,Other,False,455,3.0,3.6,1330.4021978021979,1411.4728548465284,81.07065704433057,0.6944444444444444,0.7032196783126317,0.008775233868187238
Wonka Bar -Scrumdiddlyumptious,Interior,Chocolate,Sugar,False,455,3.0,3.6,1330.4021978021979,1417.255454217404,86.85325641520603,0.6944444444444444,0.7085140924754256,0.014069648030981208
Wonka Bar - Fudge Mallows,Pacific,Chocolate,Chocolate,True,537,3.0,3.6,1314.1415270018622,1312.481067055446,-1.6604599464162675,0.6666666666666666,0.6666629097493774,-3.756917289265971e-06
Wonka Bar - Fudge Mallows,Pacific,Chocolate,Other,False,537,3.0,3.6,1314.1415270018622,1311.3413368402987,-2.800190161563478,0.6666666666666666,0.6753046298508464,0.008637963184179753
Wonka Bar - Fudge Mallows,Pacific,Chocolate,Sugar,False,537,3.0,3.6,1314.1415270018622,1320.7605541926207,6.619027190758516,0.6666666666666666,0.6805644391568896,0.013897772490222948
Wonka Bar - Milk Chocolate,Pacific,Chocolate,Chocolate,True,648,3.0,3.25,1326.3657407407406,1303.6105241960374,-22.755216544703217,0.6492307692307693,0.6492313575425939,5.883118245897379e-07
Wonka Bar - Milk Chocolate,Pacific,Chocolate,Other,False,648,3.0,3.25,1326.3657407407406,1304.856142506983,-21.509598233757742,0.6492307692307693,0.6466984352315148,-0.0025323339992544547
Wonka Bar - Milk Chocolate,Pacific,Chocolate,Sugar,False,648,3.0,3.25,1326.3657407407406,1315.480830945821,-10.884909794919622,0.6492307692307693,0.6130227263161153,-0.03620804291465396
Wonka Bar - Nutty Crunch Surprise,Pacific,Chocolate,Chocolate,True,564,3.0,3.49,1302.9308510638298,1296.626246231004,-6.304604832825817,0.7134670487106016,0.7134655007543462,-1.5479562553988302e-06
Wonka Bar - Nutty Crunch Surprise,Pacific,Chocolate,Other,False,564,3.0,3.49,1302.9308510638298,1297.2290721230559,-5.70177894077392,0.7134670487106016,0.7292013778608436,0.015734329150241977
Wonka Bar - Nutty Crunch Surprise,Pacific,Chocolate,Sugar,False,564,3.0,3.49,1302.9308510638298,1307.6421111727643,4.711260108934539,0.7134670487106016,0.7382614196919366,0.024794370981334968
Wonka Bar - Triple Dazzle Caramel,Pacific,Chocolate,Chocolate,True,646,3.0,3.75,1329.2368421052631,1319.869017770301,-9.367824334962052,0.6533333333333333,0.6533345331591329,1.1998257996026496e-06
Wonka Bar - Triple Dazzle Caramel,Pacific,Chocolate,Other,False,646,3.0,3.75,1329.2368421052631,1318.411338992293,-10.825503112970182,0.6533333333333333,0.6515723489528907,-0.0017609843804425873
Wonka Bar - Triple Dazzle Caramel,Pacific,Chocolate,Sugar,False,646,3.0,3.75,1329.2368421052631,1327.0156989872148,-2.2211431180483032,0.6533333333333333,0.6441399109024243,-0.009193422430909037
Wonka Bar -Scrumdiddlyumptious,Pacific,Chocolate,Chocolate,True,660,3.0,3.6,1331.2469696969697,1278.3400054299498,-52.90696426701993,0.6944444444444444,0.6944469636703114,2.5192258670259093e-06
Wonka Bar -Scrumdiddlyumptious,Pacific,Chocolate,Other,False,660,3.0,3.6,1331.2469696969697,1282.0602861698433,-49.18668352712643,0.6944444444444444,0.7032196783126317,0.008775233868187238
Wonka Bar -Scrumdiddlyumptious,Pacific,Chocolate,Sugar,False,660,3.0,3.6,1331.2469696969697,1285.98606911264,-45.26090058432965,0.6944444444444444,0.7085140924754256,0.014069648030981208
Kazookles,Atlantic,Other,Chocolate,False,19,2.0,3.25,1234.842105263158,1255.8837846033227,21.04167934016482,0.0769230769230769,0.07959961296350193,0.0026765360404250316
Kazookles,Atlantic,Other,Other,True,19,2.0,3.25,1234.842105263158,1242.5704574153297,7.7283521521717375,0.0769230769230769,0.07693274412427573,9.667201198826358e-06
Kazookles,Atlantic,Other,Sugar,False,19,2.0,3.25,1234.842105263158,1255.2075638353676,20.365458572209718,0.0769230769230769,0.07402788311703992,-0.0028951938060369775
Lickable Wallpaper,Atlantic,Other,Chocolate,False,3,1.0,20.0,1394.0,1277.8124692913188,-116.18753070868115,0.5,0.4984964948407786,-0.0015035051592213744
Lickable Wallpaper,Atlantic,Other,Other,True,3,1.0,20.0,1394.0,1265.5340185504426,-128.46598144955738,0.5,0.4999980233254684,-1.9766745316118772e-06
Lickable Wallpaper,Atlantic,Other,Sugar,False,3,1.0,20.0,1394.0,1275.3066896940204,-118.6933103059796,0.5,0.4908928628656919,-0.009107137134308108
Wonka Gum,Atlantic,Other,Chocolate,False,34,3.0,1.25,1326.9117647058824,1306.7926197260035,-20.11914497987891,0.52,0.5204382793280603,0.000438279328060287
Wonka Gum,Atlantic,Other,Other,True,34,3.0,1.25,1326.9117647058824,1299.5100188307572,-27.401745875125243,0.52,0.5199988977204785,-1.1022795215476222e-06
Wonka Gum,Atlantic,Other,Sugar,False,34,3.0,1.25,1326.9117647058824,1311.6456407599558,-15.266123945926665,0.52,0.4737264667255769,-0.04627353327442313
Kazookles,Gulf,Other,Chocolate,False,7,3.0,3.25,1272.4285714285713,1339.1452652715848,66.71669384301345,0.0769230769230769,0.07959961296350193,0.0026765360404250316
Kazookles,Gulf,Other,Other,True,7,3.0,3.25,1272.4285714285713,1307.6123081632481,35.18373673467681,0.0769230769230769,0.07693274412427573,9.667201198826358e-06
Kazookles,Gulf,Other,Sugar,False,7,3.0,3.25,1272.4285714285713,1339.4021228199167,66.97355139134538,0.0769230769230769,0.07402788311703992,-0.0028951938060369775
Wonka Gum,Gulf,Other,Chocolate,False,24,4.0,1.25,1349.5833333333333,1329.291237971071,-20.292095362262216,0.52,0.5204382793280603,0.000438279328060287
Wonka Gum,Gulf,Other,Other,True,24,4.0,1.25,1349.5833333333333,1345.2905944303761,-4.292738902957126,0.52,0.5199988977204785,-1.1022795215476222e-06
Wonka Gum,Gulf,Other,Sugar,False,24,4.0,1.25,1349.5833333333333,1332.9604118052105,-16.622921528122788,0.52,0.4737264667255769,-0.04627353327442313
Kazookles,Interior,Other,Chocolate,False,8,2.5,3.25,1136.0,1253.7224030982602,117.7224030982602,0.0769230769230769,0.07959961296350193,0.0026765360404250316
Kazookles,Interior,Other,Other,True,8,2.5,3.25,1136.0,1242.6661338685985,106.66613386859854,0.0769230769230769,0.07693274412427573,9.667201198826358e-06
Kazookles,Interior,Other,Sugar,False,8,2.5,3.25,1136.0,1254.0234865911323,118.02348659113227,0.0769230769230769,0.07402788311703992,-0.0028951938060369775
Lickable Wallpaper,Interior,Other,Chocolate,False,1,1.0,20.0,1641.0,1326.3739303097143,-314.6260696902857,0.5,0.4984964948407786,-0.0015035051592213744
Lickable Wallpaper,Interior,Other,Other,True,1,1.0,20.0,1641.0,1310.6868425724167,-330.3131574275833,0.5,0.4999980233254684,-1.9766745316118772e-06
Lickable Wallpaper,Interior,Other,Sugar,False,1,1.0,20.0,1641.0,1321.5048423062822,-319.49515769371783,0.5,0.4908928628656919,-0.009107137134308108
Wonka Gum,Interior,Other,Chocolate,False,29,3.0,1.25,1260.2068965517242,1347.9854110453816,87.77851449365744,0.52,0.5204382793280603,0.000438279328060287
Wonka Gum,Interior,Other,Other,True,29,3.0,1.25,1260.2068965517242,1352.3178419690594,92.11094541733519,0.52,0.5199988977204785,-1.1022795215476222e-06
Wonka Gum,Interior,Other,Sugar,False,29,3.0,1.25,1260.2068965517242,1354.0054543880417,93.79855783631751,0.52,0.4737264667255769,-0.04627353327442313
Kazookles,Pacific,Other,Chocolate,False,16,2.0,3.25,1318.625,1265.3084638463063,-53.31653615369373,0.0769230769230769,0.07959961296350193,0.0026765360404250316
Kazookles,Pacific,Other,Other,True,16,2.0,3.25,1318.625,1260.9489173941136,-57.67608260588645,0.0769230769230769,0.07693274412427573,9.667201198826358e-06
Kazookles,Pacific,Other,Sugar,False,16,2.0,3.25,1318.625,1268.0494130140025,-50.57558698599746,0.0769230769230769,0.07402788311703992,-0.0028951938060369775
Wonka Gum,Pacific,Other,Chocolate,False,28,2.5,1.25,1311.75,1288.3502975106646,-23.39970248933537,0.52,0.5204382793280603,0.000438279328060287
Wonka Gum,Pacific,Other,Other,True,28,2.5,1.25,1311.75,1280.9578694717368,-30.792130528263215,0.52,0.5199988977204785,-1.1022795215476222e-06
Wonka Gum,Pacific,Other,Sugar,False,28,2.5,1.25,1311.75,1295.8221626000814,-15.927837399918644,0.52,0.4737264667255769,-0.04627353327442313
Fizzy Lifting Drinks,Atlantic,Sugar,Chocolate,False,2,4.5,3.75,1455.5,1301.188363057808,-154.31163694219208,0.6,0.6077470066546832,0.007747006654683197
Fizzy Lifting Drinks,Atlantic,Sugar,Other,False,2,4.5,3.75,1455.5,1289.391310170431,-166.1086898295689,0.6,0.6091537463504763,0.009153746350476277
Fizzy Lifting Drinks,Atlantic,Sugar,Sugar,True,2,4.5,3.75,1455.5,1301.7451605202311,-153.75483947976886,0.6,0.6000095348169124,9.534816912459831e-06
Fun Dip,Atlantic,Sugar,Chocolate,False,1,4.0,1.5,1275.0,1271.1205123553764,-3.879487644623623,0.3999999999999999,0.46250068988159826,0.06250068988159835
Fun Dip,Atlantic,Sugar,Other,False,1,4.0,1.5,1275.0,1247.6219398475357,-27.378060152464286,0.3999999999999999,0.46251246286551884,0.06251246286551893
Fun Dip,Atlantic,Sugar,Sugar,True,1,4.0,1.5,1275.0,1261.2707029161465,-13.729297083853453,0.3999999999999999,0.40022778299141043,0.00022778299141051894
Hair Toffee,Atlantic,Sugar,Chocolate,False,1,5.0,4.5,1639.0,1369.9504549585495,-269.04954504145053,0.7777777777777778,0.7448803907233353,-0.03289738705444245
Hair Toffee,Atlantic,Sugar,Other,False,1,5.0,4.5,1639.0,1348.144354668866,-290.8556453311339,0.7777777777777778,0.7605936033786066,-0.017184174399171193
Hair Toffee,Atlantic,Sugar,Sugar,True,1,5.0,4.5,1639.0,1365.6176555180705,-273.3823444819295,0.7777777777777778,0.777724170842954,-5.360693482381329e-05
Laffy Taffy,Atlantic,Sugar,Chocolate,False,6,2.0,1.99,1456.1666666666667,1304.1056761607024,-152.06099050596436,0.6231155778894473,0.6351915285394717,0.012075950650024425
Laffy Taffy,Atlantic,Sugar,Other,False,6,2.0,1.99,1456.1666666666667,1304.1898029118418,-151.976863754825,0.6231155778894473,0.640507781274177,0.017392203384729688
Laffy Taffy,Atlantic,Sugar,Sugar,True,6,2.0,1.99,1456.1666666666667,1309.73136562157,-146.43530104509682,0.6231155778894473,0.6230618782587821,-5.369963066514938e-05
Nerds,Atlantic,Sugar,Chocolate,False,4,2.5,1.5,1274.0,1282.7218540417653,8.721854041765255,0.4666666666666666,0.5175305853051403,0.05086391863847367
Nerds,Atlantic,Sugar,Other,False,4,2.5,1.5,1274.0,1260.1109263544288,-13.889073645571216,0.4666666666666666,0.5175479079546951,0.050881241288028456
Nerds,Atlantic,Sugar,Sugar,True,4,2.5,1.5,1274.0,1273.4239874160037,-0.5760125839963166,0.4666666666666666,0.466679920002933,1.3253336266394466e-05
SweeTARTS,Atlantic,Sugar,Chocolate,False,5,5.0,1.5,1347.6,1414.638240321839,67.03824032183911,0.4666666666666667,0.5175305853051403,0.050863918638473615
SweeTARTS,Atlantic,Sugar,Other,False,5,5.0,1.5,1347.6,1415.7015913376206,68.10159133762068,0.4666666666666667,0.5175479079546951,0.0508812412880284
SweeTARTS,Atlantic,Sugar,Sugar,True,5,5.0,1.5,1347.6,1419.1547010652555,71.55470106525559,0.4666666666666667,0.466679920002933,1.3253336266338955e-05
Fizzy Lifting Drinks,Gulf,Sugar,Chocolate,False,1,4.0,3.75,909.0,1265.71318543135,356.71318543135,0.6,0.6077470066546832,0.007747006654683197
Fizzy Lifting Drinks,Gulf,Sugar,Other,False,1,4.0,3.75,909.0,1318.4577330517784,409.4577330517784,0.6,0.6091537463504763,0.009153746350476277
Fizzy Lifting Drinks,Gulf,Sugar,Sugar,True,1,4.0,3.75,909.0,1263.209801329552,354.20980132955196,0.6,0.6000095348169124,9.534816912459831e-06
Fun Dip,Gulf,Sugar,Chocolate,False,1,1.0,1.5,1272.0,1374.9096260348483,102.90962603484832,0.3999999999999999,0.46250068988159826,0.06250068988159835
Fun Dip,Gulf,Sugar,Other,False,1,1.0,1.5,1272.0,1358.9078729873577,86.90787298735768,0.3999999999999999,0.46251246286551884,0.06251246286551893
Fun Dip,Gulf,Sugar,Sugar,True,1,1.0,1.5,1272.0,1373.3985142621189,101.39851426211885,0.3999999999999999,0.40022778299141043,0.00022778299141051894
Hair Toffee,Gulf,Sugar,Chocolate,False,1,2.0,4.5,1635.0,1340.5491348431897,-294.4508651568103,0.7777777777777778,0.7448803907233353,-0.03289738705444245
Hair Toffee,Gulf,Sugar,Other,False,1,2.0,4.5,1635.0,1335.3744410561567,-299.6255589438433,0.7777777777777778,0.7605936033786066,-0.017184174399171193
Hair Toffee,Gulf,Sugar,Sugar,True,1,2.0,4.5,1635.0,1351.563718736315,-283.43628126368503,0.7777777777777778,0.777724170842954,-5.360693482381329e-05
Laffy Taffy,Gulf,Sugar,Chocolate,False,2,5.5,1.99,1092.0,1316.4897770038938,224.48977700389378,0.6231155778894473,0.6351915285394717,0.012075950650024425
Laffy Taffy,Gulf,Sugar,Other,False,2,5.5,1.99,1092.0,1351.7363395558998,259.7363395558998,0.6231155778894473,0.640507781274177,0.017392203384729688
Laffy Taffy,Gulf,Sugar,Sugar,True,2,5.5,1.99,1092.0,1327.5604330784627,235.56043307846267,0.6231155778894473,0.6230618782587821,-5.369963066514938e-05
Fizzy Lifting Drinks,Interior,Sugar,Chocolate,False,2,2.5,3.75,1273.5,1256.883406996805,-16.61659300319502,0.6,0.6077470066546832,0.007747006654683197
Fizzy Lifting Drinks,Interior,Sugar,Other,False,2,2.5,3.75,1273.5,1251.8156257119686,-21.68437428803145,0.6,0.6091537463504763,0.009153746350476277
Fizzy Lifting Drinks,Interior,Sugar,Sugar,True,2,2.5,3.75,1273.5,1254.9378501481297,-18.562149851870345,0.6,0.6000095348169124,9.534816912459831e-06
Fun Dip,Interior,Sugar,Chocolate,False,1,3.0,1.5,1271.0,1300.9465644315499,29.94656443154986,0.4,0.46250068988159826,0.06250068988159824
Fun Dip,Interior,Sugar,Other,False,1,3.0,1.5,1271.0,1301.6393925328887,30.639392532888678,0.4,0.46251246286551884,0.06251246286551881
Fun Dip,Interior,Sugar,Sugar,True,1,3.0,1.5,1271.0,1306.183134686533,35.183134686533094,0.4,0.40022778299141043,0.00022778299141040792
Laffy Taffy,Interior,Sugar,Chocolate,False,1,1.0,1.99,1272.0,1233.3221760091221,-38.67782399087787,0.6231155778894473,0.6351915285394717,0.012075950650024425
Laffy Taffy,Interior,Sugar,Other,False,1,1.0,1.99,1272.0,1247.353061151731,-24.646938848268974,0.6231155778894473,0.640507781274177,0.017392203384729688
Laffy Taffy,Interior,Sugar,Sugar,True,1,1.0,1.99,1272.0,1242.7120106363302,-29.287989363669794,0.6231155778894473,0.6230618782587821,-5.369963066514938e-05
SweeTARTS,Interior,Sugar,Chocolate,False,4,3.5,1.5,1364.75,1356.4934024486834,-8.256597551316645,0.4666666666666666,0.5175305853051403,0.05086391863847367
SweeTARTS,Interior,Sugar,Other,False,4,3.5,1.5,1364.75,1352.3000491757473,-12.44995082425271,0.4666666666666666,0.5175479079546951,0.050881241288028456
SweeTARTS,Interior,Sugar,Sugar,True,4,3.5,1.5,1364.75,1358.3104476558833,-6.4395523441166915,0.4666666666666666,0.466679920002933,1.3253336266394466e-05
Fizzy Lifting Drinks,Pacific,Sugar,Chocolate,False,1,3.0,3.75,1274.0,1274.502826706657,0.5028267066570606,0.6,0.6077470066546832,0.007747006654683197
Fizzy Lifting Drinks,Pacific,Sugar,Other,False,1,3.0,3.75,1274.0,1280.7417330511846,6.74173305118461,0.6,0.6091537463504763,0.009153746350476277
Fizzy Lifting Drinks,Pacific,Sugar,Sugar,True,1,3.0,3.75,1274.0,1279.7298232000524,5.729823200052351,0.6,0.6000095348169124,9.534816912459831e-06
Hair Toffee,Pacific,Sugar,Chocolate,False,2,5.0,4.5,1273.5,1326.2741731653182,52.77417316531819,0.7777777777777778,0.7448803907233353,-0.03289738705444245
Hair Toffee,Pacific,Sugar,Other,False,2,5.0,4.5,1273.5,1324.0690034623249,50.56900346232487,0.7777777777777778,0.7605936033786066,-0.017184174399171193
Hair Toffee,Pacific,Sugar,Sugar,True,2,5.0,4.5,1273.5,1333.9334624534456,60.4334624534456,0.7777777777777778,0.777724170842954,-5.360693482381329e-05
Laffy Taffy,Pacific,Sugar,Chocolate,False,1,1.0,1.99,1638.0,1409.2057308267433,-228.79426917325668,0.6231155778894473,0.6351915285394717,0.012075950650024425
Laffy Taffy,Pacific,Sugar,Other,False,1,1.0,1.99,1638.0,1388.9165269012221,-249.08347309877786,0.6231155778894473,0.640507781274177,0.017392203384729688
Laffy Taffy,Pacific,Sugar,Sugar,True,1,1.0,1.99,1638.0,1408.2148229536224,-229.7851770463776,0.6231155778894473,0.6230618782587821,-5.369963066514938e-05
SweeTARTS,Pacific,Sugar,Chocolate,False,1,4.0,1.5,1638.0,1313.2447471413943,-324.7552528586057,0.4666666666666666,0.5175305853051403,0.05086391863847367
SweeTARTS,Pacific,Sugar,Other,False,1,4.0,1.5,1638.0,1307.192520311335,-330.8074796886649,0.4666666666666666,0.5175479079546951,0.050881241288028456
SweeTARTS,Pacific,Sugar,Sugar,True,1,4.0,1.5,1638.0,1319.978390714182,-318.02160928581793,0.4666666666666666,0.466679920002933,1.3253336266394466e-05
