Product Name,Region,Home Factory,Candidate Factory,Rank,Recommend Reassignment,Lead Time Reduction (%),Risk Reduction,Profit Impact ($),Composite Score,Current_Lead_Time_Days,Predicted Lead Time Days,Current_Margin_Pct,Predicted Margin Pct
Wonka Bar - Nutty Crunch Surprise,Pacific,Chocolate,Sugar,1,True,-0.36158942012063366,0.005671879932686447,146.41274419446108,1.081947528109519,1302.9308510638298,1307.6421111727643,0.7134670487106016,0.7382614196919366
Wonka Bar - Nutty Crunch Surprise,Pacific,Chocolate,Other,2,True,0.4376117839345408,-0.01757132763613642,92.91247237851044,0.22749096488173376,1302.9308510638298,1297.229072123056,0.7134670487106016,0.7292013778608436
Wonka Bar - Triple Dazzle Caramel,Atlantic,Chocolate,Sugar,1,False,3.899199330873825,0.005671879932686447,-55.332911256034144,-0.08366858742094269,1323.7028037383177,1272.0889928721951,0.6533333333333334,0.6441399109024243
Wonka Bar - Triple Dazzle Caramel,Atlantic,Chocolate,Other,2,False,4.4156437932229755,-0.01757132763613642,-10.598924739788899,-0.29698916974009637,1323.7028037383177,1265.2528030443282,0.6533333333333334,0.6515723489528907
Wonka Bar - Triple Dazzle Caramel,Gulf,Chocolate,Sugar,1,False,-4.49070306749902,0.005671879932686447,-32.68261674188185,-0.27763642990024484,1331.139240506329,1390.91675121243,0.6533333333333334,0.6441399109024243
Wonka Bar - Triple Dazzle Caramel,Gulf,Chocolate,Other,2,False,-0.29899205471770346,-0.01757132763613642,-6.260299472473442,-0.4617343311725898,1331.139240506329,1335.1192410726726,0.6533333333333334,0.6515723489528907
Wonka Bar - Triple Dazzle Caramel,Interior,Chocolate,Sugar,1,False,2.465940627950874,0.005671879932686447,-44.16290300247959,-0.06829329261275996,1318.7447306791569,1286.2252685863782,0.6533333333333334,0.6441399109024243
Wonka Bar - Triple Dazzle Caramel,Interior,Chocolate,Other,2,False,2.580931823434348,-0.01757132763613642,-8.45932871755114,-0.3581019590111144,1318.7447306791569,1284.708828255195,0.6533333333333334,0.6515723489528907
Wonka Bar - Triple Dazzle Caramel,Pacific,Chocolate,Sugar,1,False,0.16709912392515594,0.005671879932686447,-66.81319751663115,-0.313185874081286,1329.2368421052631,1327.0156989872148,0.6533333333333333,0.6441399109024243
Wonka Bar - Triple Dazzle Caramel,Pacific,Chocolate,Other,2,False,0.8144149161427549,-0.01757132763613642,-12.797953984865869,-0.45946116604361736,1329.2368421052631,1318.411338992293,0.6533333333333333,0.6515723489528907
Wonka Bar -Scrumdiddlyumptious,Atlantic,Chocolate,Sugar,1,True,-0.4115040213797801,0.005671879932686447,92.53888902936956,0.7219179770929138,1306.1018062397372,1311.4764676957277,0.6944444444444444,0.7085140924754256
Wonka Bar -Scrumdiddlyumptious,Atlantic,Chocolate,Other,2,True,0.8515619442077823,-0.01757132763613642,57.71646819784085,0.010617150394669594,1306.1018062397372,1294.9795403051892,0.6944444444444444,0.7032196783126317
Wonka Bar -Scrumdiddlyumptious,Gulf,Chocolate,Sugar,1,True,-0.581468180745669,0.005671879932686447,45.889564017848286,0.40496485380483693,1316.8311258278145,1324.4880798186582,0.6944444444444444,0.7085140924754256
Wonka Bar -Scrumdiddlyumptious,Gulf,Chocolate,Other,2,False,0.6099172988916731,-0.01757132763613642,28.62130278447937,-0.1926354390846245,1316.8311258278145,1308.7995449942007,0.6944444444444444,0.7032196783126317
Wonka Bar -Scrumdiddlyumptious,Interior,Chocolate,Sugar,1,True,-6.5283458309589495,0.005671879932686447,69.13825042424162,0.31527935831769277,1330.402197802198,1417.255454217404,0.6944444444444444,0.7085140924754256
Wonka Bar -Scrumdiddlyumptious,Interior,Chocolate,Other,2,False,-6.093695363571853,-0.01757132763613642,43.1214992282719,-0.3715229295888992,1330.402197802198,1411.4728548465284,0.6944444444444444,0.7032196783126317
Wonka Bar -Scrumdiddlyumptious,Pacific,Chocolate,Sugar,1,True,3.3998875952095005,0.005671879932686447,100.288451164834,0.9299009679437803,1331.2469696969697,1285.98606911264,0.6944444444444444,0.7085140924754256
Wonka Bar -Scrumdiddlyumptious,Pacific,Chocolate,Other,2,True,3.6947827598302627,-0.01757132763613642,62.549867012438355,0.1594715291329391,1331.2469696969697,1282.0602861698433,0.6944444444444444,0.7032196783126317
Wonka Gum,Atlantic,Other,Sugar,1,True,1.150500308459507,0.023243207568822866,-5.899875492488945,0.5339544337157489,1326.9117647058824,1311.6456407599558,0.52,0.4737264667255769
Wonka Gum,Atlantic,Other,Chocolate,2,True,1.5162383449315813,0.01757132763613642,0.0558806143276755,0.4587808946821098,1326.9117647058824,1306.7926197260035,0.52,0.5204382793280603
Wonka Gum,Gulf,Other,Sugar,1,True,1.2317076772922102,0.023243207568822866,-5.552823992930772,0.5395947432466527,1349.5833333333333,1332.9604118052105,0.52,0.4737264667255769
Wonka Gum,Gulf,Other,Chocolate,2,True,1.5035822435760828,0.01757132763613642,0.052593519367224,0.45823941609495134,1349.5833333333333,1329.291237971071,0.52,0.5204382793280603
Wonka Gum,Interior,Other,Sugar,1,True,-7.443107801820194,0.023243207568822866,-5.032246743593512,0.18688168850709924,1260.2068965517242,1354.0054543880417,0.52,0.4737264667255769
Wonka Gum,Interior,Other,Chocolate,2,True,-6.965405024670458,0.01757132763613642,0.04766287692654675,0.11048540750392112,1260.2068965517242,1347.9854110453816,0.52,0.5204382793280603
Wonka Gum,Pacific,Other,Sugar,1,True,1.2142433695382995,0.023243207568822866,-4.048934161512022,0.5488707140405952,1311.75,1295.8221626000814,0.52,0.4737264667255769
Wonka Gum,Pacific,Other,Chocolate,2,True,1.7838538204181718,0.01757132763613642,0.0383494412052675,0.4696522095038326,1311.75,1288.3502975106646,0.52,0.5204382793280603
